Description,Bathrooms,Bedrooms,Car Spaces,Floor area (m²),Land Size (m²),Subdivision or Location,Price,Category
"Pre Selling Studio Unit for sale at Empire East Highlands City, Pasig City",1,1,0,21.88,0,Empire East Highlands City,3520683.5,Condominium
"Rush Sale! 1 Bedroom Loft in Twin Oaks Place, Highway Hills Mandaluyong City",2,1,0,54.31,0,Twin Oaks Place,9900000,Condominium
"RFO-Solar Powered Via Verde Townhouse for sale in Santo Tomas, Batangas",1,2,0,36,36,None,2241915,House
"Renaissance Tower 1000, 1-Bedroom Condo with parking For Sale in Pasig",2,1,1,99,0,Renaissance 1000,9000000,Condominium
2 Bedroom Refinish Cityland Pasong Tamo Makati Tower For Sale,2,2,0,67,0,Cityland Pasong Tamo Tower,7500000,Condominium
"Tali Beach, Lot for Sale Tali Beach Subdivision Nasugbu Batangas",0,0,0,0,1697,None,30222000,Land
"For Sale 9.8 Hectares Agricultural Lot in Dumarao, Roxas, Palawan",0,0,0,0,98549,None,14782350,Land
"Modern Single Family House for Sale Located in Verdana Homes, Bacoor Cavite",4,4,0,300,230,None,34000000,House
Hillside Residential Land Lot for Sale Located at Tagaytay Highlands,0,0,0,0,484,None,11500000,Land
"Rush Commercial Building For Sale Plus 3- Doors Townhouse with Income, Paranaque",0,0,0,700,560,None,63000000,Commercial
Rent to Own Studio Condo for sale in Cebu City near Cebu IT Park,1,1,0,25,0,None,4286118,Condominium
Portofino Heights Fully furnished Brand New House and Lot for Sale Las Pinas,4,4,2,350,490,None,49500000,House
"Hot Spring Private Resort for sale in Los Banos, Laguna",4,4,0,500,934,None,20000000,House
"6 bedroom House and Lot for sale in Pansol, Laguna",6,6,4,423,493,None,20000000,House
For Sale: Park Terraces Point Tower 3-Bedroom Luxury Residence in Makati Ayala,3,3,0,220,0,Park Terraces,75000000,Condominium
Modern Two (2) Storey Elegant Modern House in BF Homes Paranaque City,4,4,2,320,288,None,22000000,House
Dansalan Gardens Condo for sale in Mandaluyong,2,2,0,64,0,Dansalan Gardens,6000000,Condominium
Brio Tower Brand New 3 Bedroom Penthouse Double Unit condo for Sale in Makati,2,3,0,115,0,Brio Tower,27500000,Condominium
Brio Tower Condo for Sale in Makati City Edsa Avenue,3,4,0,230,0,Brio Tower,55000000,Condominium
"Japanese Inspired 3 Bedroom House for sale by Idesia at Lipa City, Batangas",2,3,0,63,100,None,5000006,House
"For sale 200 sqm Lot with Old Apartment in Guadalupe Nuevo, Makati City",0,0,0,0,200,None,19500000,Land
"Bataan Vacant Lot for Sale at Anvaya Cove, Morong, Bataan Near NLEX & SCTEX",0,0,0,0,822,None,48000000,Land
"For Sale 2 Bedroom Unit at East Gallery Place in Fort Bonifacio, Taguig",2,2,1,161,0,East Gallery Place,61180000,Condominium
Suntrust EcoTown Warehouse For Sale. Tanza Cavite.,0,0,0,5341.75,4873,None,160000000,Commercial
for sale studio unit with parking at twin oaks west shaw blvd mandaluyong city,1,1,0,31.52,0,TWIN OAKS WEST TOWER,8500000,Condominium
"Fairmount Hills 737 sqm Corner Lot For Sale in Dela Paz, Antipolo",0,0,0,0,737,None,9015000,Land
"For Sale 3-Bedroom House and Lot at Amici Subdivision, Daang Hari, Bacoor",3,3,4,210,155,None,13200000,House
"For Sale: Vacant Industrial Lot in Brgy. Saimsim, Calamba Laguna",0,0,0,0,10282,None,61692000,Land
"Casa Mira Homes Ormoc 2 Bedrooms Townhouse, Mid Unit, Luna, Ormoc City, Leyte",1,2,1,48.41,48,None,2034177.45,House
"Warm Expansive 10BR House for Sale in Ayala Heights Subdivision, Quezon City!",10,10,9,2400,677,None,160000000,House
Commercial Warehouse For Sale in Muntinlupa,0,0,0,3015,1005,None,45000000,Commercial
"3-Bedrooms Modern Townhouse in Santo Nino, Binan, Laguna | Penthouse",3,3,1,90,60,None,6685000,House
"For Sale 2 Bedrooms Condominium Located in San Lorenzo, Makati",2,2,0,48,0,San Lorenzo Place,8400000,Condominium
"Casa Mira Homes Ormoc 3 Bedrooms Single Detached House, Luna, Ormoc City, Leyte",2,3,1,53.24,114,None,3430890.14,House
"House and Lot for Sale in Cerritos Hills 3, Daang Hari Road, Molino IV, Bacoor,",3,4,1,110,97,None,7900000,House
"Semi furnished 4 Bedroom 4BR House for Sale Ayala Heights, Old Balara Nr. Libis",0,4,0,532,482,None,95000000,House
"Vacant Residential lot for sale in Ayala Heights, Quezon City",0,0,0,0,495,None,99000000,Land
"Spacious 4 Bedroom House for Sale Ayala Heights, Quezon City Nr. Libis, Diliman",4,4,0,532,482,None,95000000,House
Bulaon San Fernando Pampanga One Hectare Agricultural lot for Sale,0,0,0,0,10000,None,90000000,Land
"Interior Decorated Beach front, 5-Storey Rest House for Sale in Anilao Batangas",5,5,0,1041,900,None,75000000,House
"For sale 2 Storey House & Lot in Better Living, Paranaque",2,3,2,150,120,None,11000000,House
"Beachfront 5-Storey Interior Decorated Beach House for Sale in Anilao, Batangas",5,4,0,1041,900,None,75000000,House
For sale Mika - Ready For Occupancy in Puerto Princesa City Palawan,1,2,0,46,99,None,5151000,House
"Charming 4-Bedroom House For Sale In Royale Tagaytay Estates, Alfonso Cavite!",4,4,0,540.37,837,None,39950000,House
"For sale 3 Bedroom The Imperium at Capital Commons, Pasig City",0,3,0,210,0,Imperium Ortigas,63500000,Condominium
"For Sale Beautiful Vacation Villa with Pool and Gazebo in Tagaytay, Cavite",11,8,0,800,600,None,95000000,House
"5 bedroom House and Lot for sale Los Banos, Laguna",4,5,4,300,499,None,12000000,House
"6,339 sqm Commercial Lot Ayala Property for Sale in Dasmarinas, Cavite",0,0,0,0,6339,None,248488800,Land
BGC Taguig 2 Bedroom Condominium For Sale at Two Serendra Aston Tower,2,2,1,85,0,Two Serendra,25500000,Condominium
ARIELLE- Ready for Occupancy Townhouse for sale in Puerto Princesa,1,2,0,40,48,None,2923000,House
For Sale: Raffles Residences 1-Bedroom Luxury Suite Condo in Makati City,1,1,1,72,0,Raffles Residences,25000000,Condominium
Park Terraces Interior Decorated 2 Bedroom Corner Unit Condo for Sale in Makati,2,2,1,103,0,Park Terraces,35000000,Condominium
"Best Buy!!! 30% DP 70% Installment 0% Interest Office in Ortigas Center, Pasig",0,0,0,157.96,0,None,34000000,Commercial
"For Sale 1 Bedroom Corner Unit at East Gallery Place, Taguig City",1,1,1,74,0,East Gallery Place,25900000,Condominium
FS: Studio w/ parking at St. Francis Shangri-La Place.,1,1,1,40,0,St. Francis Shangri-La Place,9500000,Condominium
BGC Taguig Two Serendra 3 Bedroom Condominium Unit For Sale,2,3,1,127,0,TWO SERENDRA,37260000,Condominium
brand new ready for occupancy talia single house and lot in idesia dasma,1,2,0,52.25,80,None,4544594,House
brand new ready for occupancy gaia house and lot in idesia dasmarinas,2,3,0,63,100,None,6537147,House
4 Bedroom Katipunan Avenue House and Lot For Sale in Quezon City,4,4,5,700,1125,None,393750000,House
Proscenium at Rockwell 2 Bedroom 2BR Corner Unit Condo for Sale Makati Nr. BGC,2,2,1,89,0,Proscenium at Rockwell,29000000,Condominium
"For Sale Camaya Beach Lot, 29% as a discount, Free Site Tour actual & Virtual",0,0,0,0,200,None,3200000,Land
Palo Alto Residential Land Lots for Sale Located at Baras Tanay Rizal,0,0,0,0,400,None,3600000,Land
"Rare Ultra Prime Lot for Sale at Mckinley West Village,Taguig Nr.BGC,Forbes Park",0,0,0,0,188,None,63000000,Land
"Quezon City House for Sale at Ayala Heights Village, Semi furnished 4 Bedroom",4,4,4,532,482,None,95000000,House
"Hotel/Motel For Sale in Tunasan, Muntinlupa City with Income.",0,0,0,2000,2001,None,300000000,Commercial
"Townhouse Property for Sale in Gruet Heights, San Juan city",4,4,4,407.74,115.16,None,48700000,House
"8 Forbestown Road Fully furnished 3 Bedroom Condo for Sale in Fort Bonifacio,BGC",3,3,0,137.7,0,8 Forbestown Road,37000000,Condominium
Magallanes Village 5 Bedroom House And Lot With Pool For Sale,4,5,0,332,353,None,135000000,House
"For Sale 4 Door Apartment in Raintree West Subd., Salawag, Dasmarinas, Cavite",4,4,0,171,0,None,3439350,Apartment
"3 Bedrooms House and Lot for Sale in Pilar Village, Las Pinas",3,3,3,190,263,None,11500000,House
"336sqm Prime Investment Lot for Sale in Carmona, Cavite",0,0,0,0,336,None,8511000,Land
Exclusive Residential Lot for Sale in Township Southwoods City,0,0,0,0,242,None,6171000,Land
241sqm Residential Lot for Sale in Exclusive Township Subdivision,0,0,0,0,241,None,6147000,Land
"245 SQM High-end Residential Lot for Sale in Southwoods Binan, Laguna",0,0,0,0,245,None,6150000,Land
"368 SQM Residential Prime Lot for Sale in Southwoods Binan, Laguna",0,0,0,0,368,None,8901500,Land
"307SQM Residential Prime Lot for Sale in Southwoods City Binan, Laguna",0,0,0,0,307,None,7782000,Land
8.8M Townhouse for sale in Don Antonio Holy Spirit Commonwealth Quezon City,3,3,2,126,42,None,8888888,House
Brand New Townhouse For Sale in Tandang Sora near Mindanao Avenue Quezon City,3,3,1,180,60,None,7400000,House
3 Bedroom New Townhouse for sale in Tandang Sora nr Mindanao Avenue Quezon City,3,3,1,180,60,None,7400000,House
"Furnished Office Space for Sale | Tektite Tower, Exchange Road, Pasig",0,0,1,111,111,None,14000000,Commercial
3br 2 storey House and Lot between Angeles and San Fernando near SM Telebastagan,3,3,1,120,134,None,5580000,House
"Luxurious 2BR with Resort Type Amenities for sale | One Serendra | BGC, Taguig",3,2,2,179,0,One Serendra,60000000,Condominium
"Residential Lot w/ Golf and Country Club in Pardo Hills, Cebu City",0,0,0,0,1916,None,57480000,Land
"4 Bedrooms House and Lot for Sale Beautiful in Merville, Paranaque",3,4,1,880,636,None,60000000,House
"Rush for Sale! Bungalow House in Soldiers Hills Village, Muntinlupa City",2,3,2,200,210,None,6200000,House
Pasig Elegant Spacious House for Sale,6,5,2,300,180,None,12800000,House
"3 Bedroom House and Lot for Sale in Sunvalley, Paranaque City",3,3,2,0,240,None,11500000,House
Old House and Lot for sale in Antipolo City,4,5,0,600,1868,None,15800000,House
"Cavite House and Lot for Sale at Verdana Homes, Bacoor, Cavite",3,4,2,300,230,None,34000000,House
"Bacoor House for Sale at Verdana Homes, Semi furnished 4 Bedroom Nr. MCX SLEX",3,4,2,300,230,None,34000000,House
"Prime Residential lot for Sale in Andacillo Nuvali, Calamba, Laguna",0,0,0,0,505,None,21210000,Land
Prime High Elevated Lot for Sale at the Exclusive Andacillo Nuvali Calamba,0,0,0,0,505,None,21210000,Land
4 bedroom for Sale in Salcedo Park Tower 2,4,4,0,358,0,Salcedo Park Tower 2,50000000,Condominium
Sleek Compound Type Brand New Townhouse For Sale Near New Manila Quezon City,5,4,4,500,113.6,None,48800000,House
"Quezon City House for Sale at Ayala Heights, Clean title 3-Storey Nr. Greenhills",10,10,9,2400,677,None,160000000,House
"For sale Single House In Pilar Village, Las Pinas City",3,4,0,90,120,None,7300000,House
"2BR Condo for Sale in Park Terraces, San Lorenzo Village, Makati - RS4522381",2,2,1,115,0,Park Terraces,45999999,Condominium
"Residential/Commercial Lot for Sale | Project 6, Quezon City",0,0,0,0,1300,None,80000000,Land
"100sqm Lot only for sale in Barangay Tolentino, Tagaytay City, Cavite",0,0,0,0,100,None,1500000,Land
overlooking farm lot for sale near tagaytay in calaca batangas,0,0,0,0,17000,None,10200000,Land
Commercial House and Lot for Sale at  Quezon City near SM Fairview & Landers,0,0,0,400,560,None,25470000,Commercial
For Sale: One Shangri-La Place North Tower 3-Bedroom Luxury Condo in Mandaluyong,3,3,1,165,0,One Shangri-La Place,57000000,Condominium
For Sale Two Bedroom Corner - Around NCR  South Area Metrotowne Las Pinas,1,2,0,48.53,0,Metrotowne Las Pinas ,5931337.6,Condominium
For Sale: The Icon Residences 3Bedroom Bi-Level Garden Condominium in BGC Taguig,3,3,2,156,0,The Icon Residences,105000000,Condominium
Office Unit for Sale in Cebu Business Park,0,0,0,138,0,None,10425000,Commercial
"Vacant Lot For Sale in Ayala Alabang Village, Muntinlupa City",0,0,0,0,895,None,192425000,Land
Studio Condominium For Sale in Serin Tagaytay. Beside Serin Mall.,1,1,0,22.4,0,Serin East Tagaytay,4200000,Condominium
Commercial Lot/Office Warehouse For Sale in Muntinlupa. Near South Park Mall.,0,0,0,0,3163,None,300000000,Commercial
For Sale Proscenium Sakura Tower 2 Bedroom Condominium,3,2,0,147,0,Proscenium Sakura ,49000000,Condominium
"Residential Lot For Sale in Sonoma, Santa Rosa, Laguna. 150 sqm",0,0,0,0,150,None,4200000,Land
"Residential Lot For Sale in Sonoma, Santa Rosa ,Laguna. 300 SQM",0,0,0,0,300,None,8100000,Land
"PVT2021-0018: Lot for Sale in Inchican, Silang",0,0,0,0,600,None,4800000,Land
"5BR House for Sale in Ayala Alabang Village, Muntinlupa - RS4430182",5,5,4,675,555,None,199999999,House
"Studio Condominium unit For Sale in The Radiance Manila Bay, Pasay City",1,1,0,24,0,The Radiance Manila Bay,5616970,Condominium
Townhouse For Sale in Dona Manuela Las Pinas City - Php 2.8M,0,2,1,54,47,None,2867000,House
"Fully Furnished 3BR Townhouse for Sale in Anvaya Cove Seascape, Morong",3,3,0,167,100,None,23500000,House
House in Lot For SALE in Sunvalley Paranaque,2,2,0,102,202,None,7000000,House
For sale residential / semi commercial lot with old House in Quezon City,2,4,2,180,300,None,25000000,House
"3 Bedrooms Townhouse for Sale in Lancaster New City, General Trias, Cavite",1,3,0,40,40,None,1935600,House
Taguig House for Sale at Mckinley Hill Village 4 Bedroom 4BR with swimming pool,6,4,4,450,198,None,85000000,House
"Newly Renovated 3BR Townhouse for Sale in Santa Mesa, Manila",3,3,0,100,70,None,8800000,House
Rush Sale!! Two (2) Bedroom unit in Park Terraces Point Tower,2,2,1,127,0,Park Terraces,40000000,Condominium
Greenmeadows Big Cut Land For Sale!!,0,0,0,0,3566.1,None,22000000,Land
Valle Verde 7 Big Cut Lot For Sale!!,0,0,0,0,2000,None,440000000,Land
"Rush Two (2) Vacant Lots For Sale in Portofino South, Daang Reyna, Las Pinas",0,0,0,0,406,None,22330000,Land
"Beautiful 28M 2 Storey 5BR House and Lot in Talisay City, Cebu",4,5,2,286,300,None,28000000,House
"For Sale (Pre Selling !) Modern Townhouses In Soldiers Hills, Muntinlupa City",2,2,0,65,78,None,5300000,House
Rush Sale Tenanted 2 Bedroom Condo Unit in Park Terraces Makati City,3,2,1,127,0,Park Terraces,40000000,Condominium
For Sale Pre Owned Well Maintained House and Lot BF Homes Paranaque City,4,3,2,220,288,None,18000000,House
Commercial Building with Full Roof Deck in A Prime Location,0,0,0,2252.32,436,None,150000000,Commercial
"Commercial Lot For Sale at San Felipe, Zambales",0,0,0,0,1415,None,9000000,Land
"2-Bedroom House for Sale at Camella Balanga Heights in Balanga City, Bataan | Bella, ...",2,2,0,53,88,None,4698000,House
"3 Bedroom American Standard House for Sale in Talisay City, Cebu",3,3,1,201,255,None,9000000,House
"Discount up to 50K! 2-Bedroom Townhouse for Sale at Hana South in Trece Martires, Cav...",2,2,0,38,36,None,1918427.15,House
"Discount up to 100K! 2-Bedroom Townhouse for Sale at Hana South in Trece Martires, Ca...",2,2,1,40,45,None,2089739.33,House
3BR Condo with Parking Low Rise Condo For Sale in Pasig City,2,3,0,72,0,Riverfront Residences,6500000,Condominium
"Spacious 1BR Condo with 2 T&B & Parking at the heart of BGC, Taguig | Forbeswood",2,1,1,59,0,Forbeswood Heights,12000000,Condominium
"Cavite House for Sale at Ayala Westgrove Heights, 4-Storey Modern Design, Silang",4,4,5,750,380,None,85000000,House
Spacious House and Lot For Sale in Antipolo City Sumulong Area,5,5,3,530,496,None,28000000,House
"Brand New 5 Storey Townhouse For Sale in Greenhills, San Juan City",5,4,5,390,100,None,49500000,House
"For Sale: 1 Bedroom Condo with Parking at Avida Towers Prime Taft, Pasay City",1,1,0,37,0,Avida Towers Prime Taft,9500000,Condominium
"Relaxing 2-Storey Vacation House for Sale in San Jose, Batangas",4,4,8,450,9210,None,58000000,House
"Mandaluyong Condo for Sale At Pioneer Highlands, 3 Bedroom 3BR Penthouse Unit",5,3,0,300,0,Pioneer Highlands,25000000,Condominium
"For Sale: Good Buy! Brand New 2BR Unit, The Bellagio 3, BGC, Taguig City",2,2,0,86,0,The Bellagio,18300000,Condominium
"Laguna Lot for Sale at Andacillo Nuvali, Canlubang,Calamba, Clean title Nr.CALAX",0,0,0,0,505,None,21210000,Land
For sale Modern House and Lot in BF Resort Village Las Pinas City,3,3,1,152,73,None,8300000,House
"2BR Condo for Sale in Eton Residences, Legazpi Village, Makati - RS4518781",2,2,1,127,0,The Eton Residences Greenbelt,33000000,Condominium
"300 sqm Lot For Sale in Acropolis Loyola, Katipunan Extn. Quezon City",0,0,0,0,300,None,28500000,Land
"Brand New Corner Unit 2 Bedroom 2BR Condo For Sale in East Gallery, BGC, Taguig",2,2,1,148,0,East Gallery Place,55000000,Condominium
"Andacillo Nuvali 42k per sqm Residential Vacant Lot for Sale in Calamba, Laguna",0,0,0,0,505,None,21210000,Land
"Tagaytay Vacation House for Sale, 8 Bedroom 8BR Villa for Sale with Pool",11,8,4,800,600,None,95000000,House
"FARM LOT FOR SALE near Tagaytay in Calaca, Batangas",0,0,0,0,6811,None,10216500,Land
"For Sale 190 sqm Residential Lot in Rizal Technopark, Taytay, Rizal",0,0,0,0,190,None,3078000,Land
Tagaytay Vacation House For Sale At Royale Tagaytay Estate Subd. 3-Storey Cavite,3,4,4,540.37,837,None,39950000,House
"avida towers primetaft | unit for sale in taft, pasay city",1,1,0,22.4,0,AVIDA TOWERS PRIMETAFT,9500000,Condominium
Tagaytay Midlands - Kew Gardens 463 sqm w/ Golf Membership,0,0,0,0,463,None,13427000,Land
New Manila Brand New House and Lot For Sale,6,4,6,800,500,None,95000000,House
Taguig AFPOVAI Brand New House and Lot For Sale (Duplex),6,4,4,410,200,None,48800000,House
"Rent To Own 2 Bedroom Unit For Sale at Urban Deca Homes Ortigas, Pasig",1,2,0,35.57,0,Urban Deca Homes Ortigas,2800000,Condominium
Rush Sale: Uptown Ritz 2-Bedroom Corner Condo with Balcony in BGC Taguig,2,2,0,93,0,Uptown Ritz,24000000,Condominium
Stylish Modern 3-Storey House 5Bedrooms in BF Almanza Las Pinas Near Sm Soutmall,5,5,2,257,124.25,None,13800000,House
"For Sale: 3 Bedroom House & Lot in Amici Homes, Daang Hari, Bacoor Cavite",2,3,0,100,112,None,8000000,House
1 Bedroom Condominium unit with Balcony for sale in Pasig City,1,1,0,75.72,0,The Residences at The Westin Manila Sonata Place,15000000,Condominium
"Luxurious 2 Bedroom Condominium Unit for Sale in O Residences, Bacolod",2,2,0,66.5,0,O Residences,7943355.2,Condominium
"For Sale! Overlooking Lot, Parkridge Estates, Valley Golf, Antipolo",0,0,0,0,490,None,15500000,Land
"1.9 Hectares Vacant Lot For Sale in Sabutan, Silang, Cavite",0,0,0,0,19019,None,285285000,Land
480 sqm Residential Lot for sale in Antipolo City near Robinsons Place,0,0,0,0,480,None,5760000,Land
For Sale House & Lot in Averdeen Estates Nuvali 179 sqm.  Solea Model,3,4,0,110,179,None,13299000,House
For Sale: Modern Ultra Luxury Home in Ayala Alabang,6,6,0,900,570,None,230000000,House
5BR House for Sale in Merville Park Subdivision,4,5,0,400,500,None,45000000,House
"For Sale Semi Furnished 4BR House and Lot in Camella Carson, Bacoor, Cavite",3,4,0,97,110,None,7900000,House
San Juan 290 sqm Residential Lot for Sale with existing structure Nr. Eastwood,0,0,0,0,290,None,26100000,Land
